title,price,rating,availability,category,image_url,book_url
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,Three,In Stock,Books,https://books.toscrape.com/media/cache/b5/94/b59425287ce6b186715fa7b01054c2bf.jpg,https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html
No One Here Gets Out Alive,20.02,Five,In Stock,Books,https://books.toscrape.com/media/cache/8e/9b/8e9be254974e64a8a3d365a1571e3ec2.jpg,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html
Life,31.58,Five,In Stock,Books,https://books.toscrape.com/media/cache/9b/61/9b6155b8013ed9e05ef8a85b4117165b.jpg,https://books.toscrape.com/catalogue/life_104/index.html
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,Two,In Stock,Books,https://books.toscrape.com/media/cache/aa/55/aa55bbf7037a0e19ae69485adcc11903.jpg,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html
Forever Rockers (The Rocker #12),28.8,Three,In Stock,Books,https://books.toscrape.com/media/cache/a2/fc/a2fc91793502f5c10b5826ad606de435.jpg,https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,Three,In Stock,Books,https://books.toscrape.com/media/cache/97/36/9736132a43b8e6e3989932218ef309ed.jpg,https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,Four,In Stock,Books,https://books.toscrape.com/media/cache/d1/2d/d12d26739b5369a6b5b3024e4d08f907.jpg,https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html
"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,Two,In Stock,Books,https://books.toscrape.com/media/cache/a0/7e/a07ed8f1c23f7b4baf7102722680bd30.jpg,https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,Three,In Stock,Books,https://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html
Aladdin and His Wonderful Lamp,53.13,Three,In Stock,Books,https://books.toscrape.com/media/cache/a8/3c/a83c460fab82f35a37c0846729485547.jpg,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html
Penny Maybe,33.29,Three,In Stock,Books,https://books.toscrape.com/media/cache/b1/4b/b14be641ab97a330891455a769d52fd3.jpg,https://books.toscrape.com/catalogue/penny-maybe_965/index.html
Maude (1883-1993):She Grew Up with the country,18.02,Two,In Stock,Books,https://books.toscrape.com/media/cache/65/bf/65bfa3acc93b0e558a1c3de1b1164742.jpg,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,Five,In Stock,Books,https://books.toscrape.com/media/cache/a5/b8/a5b8d2d5165a06fc762e8eaf8b04f98f.jpg,https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html
Soul Reader,39.58,Two,In Stock,Books,https://books.toscrape.com/media/cache/cc/5e/cc5e82c2205da748c6c19fbc1876586b.jpg,https://books.toscrape.com/catalogue/soul-reader_926/index.html
Bossypants,49.46,Two,In Stock,Books,https://books.toscrape.com/media/cache/94/34/943490007d42c0bc066efc899dafa472.jpg,https://books.toscrape.com/catalogue/bossypants_883/index.html
A World of Flavor: Your Gluten Free Passport,42.95,One,In Stock,Books,https://books.toscrape.com/media/cache/0a/6a/0a6a53a8d37584a7906d2d5a0032f9c1.jpg,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,Five,In Stock,Books,https://books.toscrape.com/media/cache/09/6d/096df83de35d408278fdc9108d930b5f.jpg,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html
Tracing Numbers on a Train,41.6,Three,In Stock,Books,https://books.toscrape.com/media/cache/0a/05/0a0514153dac092aac76b097b495f908.jpg,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html
Thirteen Reasons Why,52.72,One,In Stock,Books,https://books.toscrape.com/media/cache/6d/7b/6d7b69b4edcdf5b6b075d6fa53bf74bc.jpg,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html
The Secret (The Secret #1),27.37,Four,In Stock,Books,https://books.toscrape.com/media/cache/d3/70/d37038f81b8ad0342346951271c31e58.jpg,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html
The Psychopath Test: A Journey Through the Madness Industry,36.0,Two,In Stock,Books,https://books.toscrape.com/media/cache/dd/63/dd637b4e7cb403932e6a29397d877e4e.jpg,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html
The Kite Runner,41.82,Four,In Stock,Books,https://books.toscrape.com/media/cache/65/1e/651e956a041bf4b91bfba1374f0f91e7.jpg,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html
The Girl on the Train,55.02,Two,In Stock,Books,https://books.toscrape.com/media/cache/19/ed/19ed2156391eebbcd757a0d9f6d5860c.jpg,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html
The Emerald Mystery,23.15,Two,In Stock,Books,https://books.toscrape.com/media/cache/bc/1f/bc1f79af87032748b75d12079f51c031.jpg,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,Three,In Stock,Books,https://books.toscrape.com/media/cache/39/c7/39c7bebcde5d9643ede71ac8ee87ee69.jpg,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html
Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,One,In Stock,Books,https://books.toscrape.com/media/cache/e8/1f/e81f850db9b9622c65619c9f15748de7.jpg,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html
Join,35.67,Five,In Stock,Books,https://books.toscrape.com/media/cache/df/64/df642e483f7ae23de6888c73f05e2014.jpg,https://books.toscrape.com/catalogue/join_902/index.html
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,Four,In Stock,Books,https://books.toscrape.com/media/cache/02/7a/027a1f131d94c38f9e785f5d85a109c7.jpg,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html
The Project,10.65,One,In Stock,Books,https://books.toscrape.com/media/cache/4c/57/4c57c192057269132623f9c6b3f69559.jpg,https://books.toscrape.com/catalogue/the-project_856/index.html
Soft Apocalypse,26.12,Two,In Stock,Books,https://books.toscrape.com/media/cache/61/ca/61ca5ab6bc514b9527af9f805fa03c31.jpg,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html
Sleeping Giants (Themis Files #1),48.74,One,In Stock,Books,https://books.toscrape.com/media/cache/ac/a5/aca5de2e61ca2754de496a75dea25f91.jpg,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html
Arena,21.36,Four,In Stock,Books,https://books.toscrape.com/media/cache/01/c5/01c50c5f341b8f1d030e9dffba5e5498.jpg,https://books.toscrape.com/catalogue/arena_587/index.html
Foundation (Foundation (Publication Order) #1),32.42,One,In Stock,Books,https://books.toscrape.com/media/cache/da/a0/daa08c54a927c27494ea5bb90af79c60.jpg,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,One,In Stock,Books,https://books.toscrape.com/media/cache/aa/8f/aa8fc991d84aca12ed94a0a2fa1099e5.jpg,https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html
Ready Player One,19.07,Four,In Stock,Books,https://books.toscrape.com/media/cache/b9/af/b9afd75c09ff7bf82c9a158a34cb993d.jpg,https://books.toscrape.com/catalogue/ready-player-one_209/index.html
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,Two,In Stock,Books,https://books.toscrape.com/media/cache/54/ca/54cac05a3026d35e713133a1fe49f6c8.jpg,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html
Dune (Dune #1),54.86,One,In Stock,Books,https://books.toscrape.com/media/cache/63/a9/63a9a4e0c8e3c6ee2075a766b873cd31.jpg,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,One,In Stock,Books,https://books.toscrape.com/media/cache/c7/a3/c7a3d04df9cbc857b149cd76d32e3030.jpg,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html
Three Wishes (River of Time: California #1),44.18,Two,In Stock,Books,https://books.toscrape.com/media/cache/48/e6/48e697e9c8bba8ca04a3064551cda630.jpg,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html
The Last Girl (The Dominion Trilogy #1),36.26,Two,In Stock,Books,https://books.toscrape.com/media/cache/2a/88/2a88181c495875c02f87c2e6010b046d.jpg,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,Four,In Stock,Books,https://books.toscrape.com/media/cache/13/8a/138a09170e0431cce98921b857a6eeb5.jpg,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html
The Book of Basketball: The NBA According to The Sports Guy,44.84,Five,In Stock,Books,https://books.toscrape.com/media/cache/73/bb/73bbe0a70806f8a732b9a7a7a343c5ec.jpg,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html
"Friday Night Lights: A Town, a Team, and a Dream",51.22,Three,In Stock,Books,https://books.toscrape.com/media/cache/89/e8/89e87f1e98993377949855563aa1f982.jpg,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html
Sugar Rush (Offensive Line #2),24.42,One,In Stock,Books,https://books.toscrape.com/media/cache/10/65/106598cd8f3437c26a92cbda0a5a08bb.jpg,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html
Settling the Score (The Summer Games #1),44.91,Two,In Stock,Books,https://books.toscrape.com/media/cache/95/c4/95c41c1765b517d6240bd674a02676b1.jpg,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html
Icing (Aces Hockey #2),40.44,Four,In Stock,Books,https://books.toscrape.com/media/cache/bf/31/bf31c4b40f6b2622330155fb9113a3bb.jpg,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html
The Torch Is Passed: A Harding Family Story,19.09,One,In Stock,Books,https://books.toscrape.com/media/cache/c7/26/c7260547c468dbe78af92cf3927c2a1c.jpg,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,Four,In Stock,Books,https://books.toscrape.com/media/cache/c9/eb/c9eb6ecf45abf796df0044600db65e55.jpg,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html
The Art Forger,40.76,Three,In Stock,Books,https://books.toscrape.com/media/cache/f5/3b/f53bc7b18914c97de7c23967293be119.jpg,https://books.toscrape.com/catalogue/the-art-forger_930/index.html
On a Midnight Clear,14.07,Three,In Stock,Books,https://books.toscrape.com/media/cache/75/9d/759d9276739200e2cb8101a36449ba20.jpg,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,Two,In Stock,Books,https://books.toscrape.com/media/cache/6d/80/6d80608ef81001ad068df06fae44b7f8.jpg,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
"Shobu Samurai, Project Aryoku (#3)",29.06,Three,In Stock,Books,https://books.toscrape.com/media/cache/f3/7f/f37f3173a97baeac6b6421c54a6df7b5.jpg,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
Modern Romance,28.26,Five,In Stock,Books,https://books.toscrape.com/media/cache/78/cb/78cb28a3e8804131e8e0c3f7b8deb2fc.jpg,https://books.toscrape.com/catalogue/modern-romance_820/index.html
The White Queen (The Cousins' War #1),25.91,Five,In Stock,Books,https://books.toscrape.com/media/cache/11/40/11400b5532ad710359584a68db50f33c.jpg,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
The Song of Achilles,37.4,Five,In Stock,Books,https://books.toscrape.com/media/cache/4e/56/4e56783b21a3a5c73e32e59241a351ac.jpg,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
The Immortal Life of Henrietta Lacks,40.67,Two,In Stock,Books,https://books.toscrape.com/media/cache/92/4d/924d855a0ad5774410b0bb7c71afa788.jpg,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
The Dovekeepers,48.78,One,In Stock,Books,https://books.toscrape.com/media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
More Than Music (Chasing the Dream #1),37.61,Two,In Stock,Books,https://books.toscrape.com/media/cache/e7/00/e7000cd6975d8932b9178de9386b944d.jpg,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
Code Name Verity (Code Name Verity #1),22.13,Four,In Stock,Books,https://books.toscrape.com/media/cache/65/9a/659ada7d88e3bda8db70f7e5312a39e2.jpg,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
Cell,20.29,Four,In Stock,Books,https://books.toscrape.com/media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg,https://books.toscrape.com/catalogue/cell_674/index.html
Angels Walking (Angels Walking #1),34.2,Two,In Stock,Books,https://books.toscrape.com/media/cache/ba/d9/bad95369105e8e403bf1f2b9288c5e41.jpg,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,Two,In Stock,Books,https://books.toscrape.com/media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
A People's History of the United States,40.79,Two,In Stock,Books,https://books.toscrape.com/media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
A Brush of Wings (Angels Walking #3),55.51,One,In Stock,Books,https://books.toscrape.com/media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
Rook,37.86,Four,In Stock,Books,https://books.toscrape.com/media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg,https://books.toscrape.com/catalogue/rook_647/index.html
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,One,In Stock,Books,https://books.toscrape.com/media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
Unicorn Tracks,18.78,Three,In Stock,Books,https://books.toscrape.com/media/cache/9b/09/9b0935dc936c92900c2dc5d2114da72f.jpg,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,Three,In Stock,Books,https://books.toscrape.com/media/cache/4a/99/4a996ae54711cea37e370428b54f8b19.jpg,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html
Princess Between Worlds (Wide-Awake Princess #5),13.34,Five,In Stock,Books,https://books.toscrape.com/media/cache/db/01/db01b38d3200a5faff4ead42791416e4.jpg,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html
Masks and Shadows,56.4,Two,In Stock,Books,https://books.toscrape.com/media/cache/05/c4/05c43fe821ae19169c7baa8a54c7e869.jpg,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html
Crown of Midnight (Throne of Glass #2),43.29,Three,In Stock,Books,https://books.toscrape.com/media/cache/b7/7d/b77d5e56daa3c22822abf1b8affbaef9.jpg,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,Two,In Stock,Books,https://books.toscrape.com/media/cache/9f/25/9f25ffe4229a32d1368b3dfe248c3343.jpg,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,One,In Stock,Books,https://books.toscrape.com/media/cache/0a/78/0a78f89fc2dc78b700b494c3510e8920.jpg,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html
Throne of Glass (Throne of Glass #1),35.07,Three,In Stock,Books,https://books.toscrape.com/media/cache/4e/8d/4e8d87d1cb5e876ddb50599a1d1b656e.jpg,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html
The Glittering Court (The Glittering Court #1),44.28,One,In Stock,Books,https://books.toscrape.com/media/cache/2f/21/2f21c9ffd0962092ce337ecd1b338f5b.jpg,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html
Hollow City (Miss Peregrine’s Peculiar Children #2),42.98,One,In Stock,Books,https://books.toscrape.com/media/cache/4c/fd/4cfd83a011f60d38b140642a441ce01a.jpg,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html
The Star-Touched Queen,46.02,Five,In Stock,Books,https://books.toscrape.com/media/cache/ac/1a/ac1a0546d9cdf6cd82ab7712a6c418df.jpg,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html
The Hidden Oracle (The Trials of Apollo #1),52.26,Two,In Stock,Books,https://books.toscrape.com/media/cache/7c/55/7c550a26f03e12343d0c6b4474b3eb1e.jpg,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
The Bane Chronicles (The Bane Chronicles #1-11),44.73,Four,In Stock,Books,https://books.toscrape.com/media/cache/e9/fe/e9fed5b725a6badd26ef93175fdc248b.jpg,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
Island of Dragons (Unwanteds #7),29.65,One,In Stock,Books,https://books.toscrape.com/media/cache/0f/65/0f6563cce3cc893cde20b088f6fd4107.jpg,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,Five,In Stock,Books,https://books.toscrape.com/media/cache/b7/d5/b7d558f31dc9803aeb6c76009fdea5bc.jpg,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
City of Glass (The Mortal Instruments #3),56.02,Four,In Stock,Books,https://books.toscrape.com/media/cache/10/66/106624e3f3bf865390255be16dfb71d8.jpg,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
Searching for Meaning in Gailana,38.73,One,In Stock,Books,https://books.toscrape.com/media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
The Star-Touched Queen,32.3,Five,In Stock,Books,https://books.toscrape.com/media/cache/dc/57/dc57f908a0a2e130a5c065893a9005dd.jpg,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
A Shard of Ice (The Black Symphony Saga #1),56.63,Three,In Stock,Books,https://books.toscrape.com/media/cache/9d/9b/9d9bf1a3155fb3736d2fe12799dcca95.jpg,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html
King's Folly (The Kinsman Chronicles #1),39.61,Five,In Stock,Books,https://books.toscrape.com/media/cache/fc/17/fc17b4149d87d9ee714dde082ede0ee9.jpg,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
Without Borders (Wanderlove #1),45.07,Two,In Stock,Books,https://books.toscrape.com/media/cache/de/26/de269ee688d4dc51846567f3942600ce.jpg,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html
The Mistake (Off-Campus #2),43.29,Three,In Stock,Books,https://books.toscrape.com/media/cache/95/49/9549db6862283a388659611bda63b97b.jpg,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,One,In Stock,Books,https://books.toscrape.com/media/cache/e9/e3/e9e3736effeb4982324dd0e4e64b2e81.jpg,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html
The Hook Up (Game On #1),36.29,Five,In Stock,Books,https://books.toscrape.com/media/cache/90/de/90de87ce300bcbbfcdb9ad77fc9a2e5f.jpg,https://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html
Shameless,58.35,Three,In Stock,Books,https://books.toscrape.com/media/cache/e2/52/e252988534e955a047c562376b8b95c0.jpg,https://books.toscrape.com/catalogue/shameless_52/index.html
Off Sides (Off #1),39.45,Five,In Stock,Books,https://books.toscrape.com/media/cache/4a/58/4a58f6feb21b7194911eddb020766583.jpg,https://books.toscrape.com/catalogue/off-sides-off-1_38/index.html
The Requiem Red,22.65,One,In Stock,Books,https://books.toscrape.com/media/cache/6b/07/6b07b77236b7c80f42bd90bf325e69f6.jpg,https://books.toscrape.com/catalogue/the-requiem-red_995/index.html
Set Me Free,17.46,Five,In Stock,Books,https://books.toscrape.com/media/cache/b8/e9/b8e91bd2fc74c3954118999238abb4b8.jpg,https://books.toscrape.com/catalogue/set-me-free_988/index.html
The Natural History of Us (The Fine Art of Pretending #2),45.22,Three,In Stock,Books,https://books.toscrape.com/media/cache/da/b8/dab87c14168f3ce18530447ec6437361.jpg,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html
Obsidian (Lux #1),14.86,Two,In Stock,Books,https://books.toscrape.com/media/cache/88/3f/883fb0f2304efca8724c629f03a4b82a.jpg,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html
Burning,28.81,Three,In Stock,Books,https://books.toscrape.com/media/cache/9a/2c/9a2c2936fa9bd422be96805924e1411a.jpg,https://books.toscrape.com/catalogue/burning_884/index.html
A Fierce and Subtle Poison,28.13,Four,In Stock,Books,https://books.toscrape.com/media/cache/ac/b6/acb65d6d11263ba98b0191b544f6c728.jpg,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html
Scarlett Epstein Hates It Here,43.55,Five,In Stock,Books,https://books.toscrape.com/media/cache/7e/ba/7eba21a2ecaa4651e44f04a7cd808520.jpg,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html
"Nightingale, Sing",38.28,One,In Stock,Books,https://books.toscrape.com/media/cache/97/e6/97e65c8381cc80ba1107c3ce81c4878d.jpg,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html
Library of Souls (Miss Peregrine’s Peculiar Children #3),48.56,Five,In Stock,Books,https://books.toscrape.com/media/cache/79/7a/797a5468a7d06aba28d1cc7342b1f2ba.jpg,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html
Frostbite (Vampire Academy #2),29.99,Five,In Stock,Books,https://books.toscrape.com/media/cache/2a/2d/2a2d6ebcedeb7249a2a85fd1fbfd06e1.jpg,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html
Wild Swans,14.36,Two,In Stock,Books,https://books.toscrape.com/media/cache/ad/42/ad42a85570a887faf1b9e12715cf59bf.jpg,https://books.toscrape.com/catalogue/wild-swans_782/index.html
Until Friday Night (The Field Party #1),46.31,Two,In Stock,Books,https://books.toscrape.com/media/cache/e1/24/e1249f72129bd4b788ffd0cdd7834c24.jpg,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html
This Is Where It Ends,27.12,Two,In Stock,Books,https://books.toscrape.com/media/cache/8e/dc/8edc314a67ed5ddad7bd0a2f30ad3238.jpg,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html
The Darkest Lie,35.35,Five,In Stock,Books,https://books.toscrape.com/media/cache/3b/6a/3b6ae7b1d7736819f4f44605441e283e.jpg,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
My Kind of Crazy,40.36,One,In Stock,Books,https://books.toscrape.com/media/cache/2b/38/2b38dc9b90299a9755fb15bed3293342.jpg,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
Don't Get Caught,55.35,One,In Stock,Books,https://books.toscrape.com/media/cache/78/11/78112d48a74583a7acc24a2b46a9f59d.jpg,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html
Catching Jordan (Hundred Oaks),50.83,Three,In Stock,Books,https://books.toscrape.com/media/cache/f4/8b/f48b76634af0040d4eea1ee896d3676b.jpg,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,Four,In Stock,Books,https://books.toscrape.com/media/cache/e5/3a/e53a42b20d0c60634289aaad3fbb75c6.jpg,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
The Epidemic (The Program 0.6),14.44,Five,In Stock,Books,https://books.toscrape.com/media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
Stars Above (The Lunar Chronicles #4.5),48.05,Two,In Stock,Books,https://books.toscrape.com/media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,Four,In Stock,Books,https://books.toscrape.com/media/cache/a3/9e/a39e7c5c9fc61c2ae0f81116aa8cbb0e.jpg,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,Five,In Stock,Books,https://books.toscrape.com/media/cache/e1/1e/e11e7e9514a123aee2415a1def85e638.jpg,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html
